품번,품명,가격
191869,사태 - 호주 | 존디(243) - S,"12,000원"
174099,[낱개상품]부채살 - 미국 | 엑셀 - 초이스,"12,100원"
143611,부채살 - 미국 | 엑셀 - 프라임,"12,200원"
189443,우둔 - 호주 | 미트컴퍼니(423) - YP,"12,200원"
185423,토시살 - 미국 | 엑셀(86R) - 프라임,"12,250원"
188578,앞/척갈비 - 호주 | 킬코이(640) - GF,"12,290원"
143621,부채살 - 미국 | IBP - 초이스,"12,300원"
171595,사태 - 호주 | 마가렛리버(와규) - MB6~7,"12,300원"
191466,LA갈비 - 미국 | 스위프트(969) - 언그레이드,"12,300원"
173026,목심1.5mm - 호주 | AMH(235) - S,"12,380원"
7986,BBQ등갈비 - 멕시코 | 비바 - GF,"12,400원"
81338,살치살 - 미국 | 엑셀(스털링실버)(86M) - 초이스,"12,400원"
143614,차돌양지 - 호주 | AMH - GF,"12,400원"
114657,사태 - 호주 | AMH(170) - MB2,"12,400원"
166585,우둔 - 호주 | 티스(399) - S,"12,400원"
176735,[소량세절]알목심2mm - 미국 | 엑셀 - 초이스,"12,400원"
188402,목심2mm - 호주 | AMH - S,"12,400원"
185325,LA갈비 - 캐나다 | 엑셀(93) - AA,"12,430원"
185480,LA갈비 - 캐나다 | 엑셀(93) - AA,"12,440원"
143488,부채살 - 미국 | 엑셀 - 프라임,"12,450원"
143481,부채살 - 미국 | 엑셀 - 프라임,"12,470원"
157315,안창살 - 미국 | 엑셀(354) - 초이스,"12,490원"
116004,대창 - 미국 | 오마하(960A),"12,500원"
143069,센터컷 - 미국 | 오로라 앵거스 비프(788) - 초이스,"12,500원"
81317,부채살 - 미국 | 엑셀(86M) - 프라임,"12,500원"
143638,토시살 - 미국 | 스위프트 - 프라임,"12,500원"
90903,사태 - 호주 | 타지마(와규)(517) - MB5UP,"12,500원"
145366,부채살 - 미국 | 엑셀 - 프라임,"12,500원"
158572,홍두깨 - 호주 | 카라라(와규)(640) - MB4~5,"12,500원"
161899,알목심 - 미국 | 쇼케이스 - 초이스,"12,500원"
163556,차돌박이 - 미국 | 샘케인(337) - 언그레이드,"12,500원"
169375,[낱개상품]부채살 - 미국 | 엑셀 - 프라임,"12,500원"
175600,차돌양지 - 미국 | 써던리버(332) - 초이스,"12,500원"
184267,LA갈비 - 캐나다 | 엑셀(93) - AA,"12,500원"
185309,목심 2mm - 호주 | AMH - S,"12,500원"
185422,차돌박이 - 미국 | 엑셀(86M) - 셀렉트,"12,500원"
186031,안창살 - 미국 | 스위프트(969) - 언그레이드,"12,500원"
189935,알목심 - 미국 | 쇼케이스(562M) - 초이스,"12,500원"
191254,양깃머리 - 뉴질랜드 | 아프코(ME32),"12,500원"
191451,설깃 - 호주 | 카라라(와규)(640) - MB6~7,"12,500원"
6552,알목심 - 미국 | 쇼케이스(562M) - 초이스,"12,590원"
123857,차돌박이 - 미국 | 엑셀(86K) - 초이스,"12,660원"
165437,차돌박이 - 미국 | 엑셀(RRA/앵거스)(86R) - 초이스(앵거스),"12,680원"
186291,차돌박이 - 미국 | 엑셀(86M) - 초이스,"12,690원"
189884,차돌박이 - 미국 | 엑셀(86M) - 초이스,"12,690원"
7434,스지 - 미국 | 크릭스톤,"12,700원"
144344,살치살 - 미국 | 엑셀 - 초이스,"12,700원"
153889,스지 - 미국 | 크릭스톤(27),"12,700원"
188834,[대량상품] LA갈비 - 미국 | 스위프트(969) - 언그레이드,"12,760원"
125320,꾸리살 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"12,800원"
143619,부채살 - 미국 | IBP - CAB,"12,800원"
147858,설깃 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"12,800원"
156657,[소량세절]목심2mm - 호주 | AMH - S,"12,800원"
176662,알목심 - 호주 | AMH - MB2,"12,800원"
180243,[소량세절]목심2mm - 호주 | 티스 - S,"12,800원"
180246,[소량세절]목심 - 호주 | 티스 - S,"12,800원"
187012,사태 - 호주 | 마가렛리버(와규) - MB8UP,"12,800원"
187985,작업차돌양지(차돌박이)1.5mm - 미국 | IBP - 초이스,"12,800원"
91113,토시살 - 호주 | AMH - GF,"12,900원"
123811,LA갈비 - 미국 | NBP(208A) - 셀렉트,"12,900원"
144376,홍두깨 - 호주 | AMH - GF,"12,900원"
161400,LA갈비 - 미국 | 엑셀(354) - 초이스,"12,900원"
169412,[낱개상품]살치살 - 미국 | 엑셀 - 초이스,"12,900원"
174095,[낱개상품]LA갈비 - 미국 | 엑셀(86E) - 셀렉트,"12,900원"
190356,앞/척갈비 - 호주 | 티스(7) - S,"12,900원"
185804,LA갈비 - 미국 | 엑셀(86E) - 언그레이드,"12,990원"
113756,홍두깨 - 호주 | AMH(170) - MB2,"13,000원"
127785,알목심 - 미국 | AFG(410) - 초이스,"13,000원"
81601,LA갈비 - 미국 | 엑셀(86E) - 셀렉트,"13,000원"
144504,부채살 - 미국 | 스위프트 - 프라임,"13,000원"
116181,알목심 - 미국 | AFG(410) - 초이스,"13,000원"
158486,스지 - 미국 | 엑셀 - 언그레이드,"13,000원"
159265,대창 - 호주 | 오키 - GF,"13,000원"
156310,앞다리/전각 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"13,000원"
163554,알목심 - 미국 | 샘케인(337) - 프라임,"13,000원"
163557,안창살 - 미국 | 샘케인(337) - 셀렉트,"13,000원"
160085,스지 - 미국 | NB,"13,000원"
163577,LA갈비 - 미국 | 샘케인(337) - 초이스,"13,000원"
163450,알목심 - 미국 | AFG(410) - 초이스,"13,000원"
177307,LA갈비 - 미국 | 엑셀(86K) - 셀렉트,"13,000원"
190964,앞/척갈비 - 미국 | IBP(245J) - CAB,"13,000원"
165507,LA갈비 - 미국 | 쇼케이스(562) - 셀렉트,"13,100원"
165714,부채살10mm - 미국 | 엑셀(86K) - 초이스,"13,100원"
189934,부채살15mm - 미국 | 엑셀(86K) - 초이스,"13,100원"
129159,부채살 15mm - 미국 | 엑셀(86R) - 초이스,"13,130원"
169186,부채살 - 미국 | 엑셀(86R) - 초이스,"13,130원"
153053,스지 - 미국 | 스위프트(969) - 언그레이드,"13,160원"
159268,스지 - 미국 | 스위프트(969G) - 언그레이드,"13,160원"
189212,스지 - 미국 | 스위프트 - 언그레이드,"13,160원"
142794,꼬리 - 호주 | 하비(648) - BEEF,"13,200원"
161065,스지 - 미국 | 스위프트(969G),"13,200원"
169359,[낱개상품]갈비본살 - 미국 | IBP - 초이스,"13,200원"
186525,알목심 - 미국 | IBP(245L) - 프라임,"13,200원"
191863,대창 - 호주 | 콜스(1620 (COLES)),"13,200원"
188995,스지 - 미국 | 스위프트,"13,230원"
173021,LA갈비 - 미국 | IBP(245E) - 언그레이드,"13,250원"
167680,알목심2mm - 미국 | EXCELCUT - 초이스,"13,290원"
143779,알목심 - 미국 | 엑셀 - 초이스,"13,300원"
169316,[낱개상품]부채살 - 미국 | IBP - 프라임,"13,300원"
171796,목심 - 호주 | AMH,"13,330원"
144370,갈비본살 - 미국 | IBP - 초이스,"13,390원"
143616,갈비본살 - 미국 | IBP - 초이스,"13,400원"
173243,부채살 - 호주 | 블랙타이(레인저스벨리) - GF,"13,400원"
188986,설깃 - 호주 | 마가렛리버(와규) - MB4~5,"13,400원"
191149,LA갈비 - 미국 | 엑셀(86R) - 언그레이드,"13,400원"
189507,갈비살/늑간살 - 캐나다 | 엑셀(51) - A,"13,440원"
185903,LA갈비 - 미국 | 스위프트 - 언그레이드,"13,450원"
85023,스지 - 호주 | AMH(170) - GF,"13,480원"
150026,스지 - 호주 | AMH(170) - GF,"13,480원"
177718,스지 - 호주 | AMH(170) - GF,"13,480원"
188909,스지 - 호주 | AMH(170) - GF,"13,480원"
162420,홍두깨 - 호주 | 카라라(와규)(640) - MB6~7,"13,500원"
167069,[다이스]부채살 - 미국 | EXCELCUT - 초이스,"13,500원"
172916,[20mm 다이스]부채살 - 미국 | EXCELCUT - 초이스,"13,500원"
185013,LA갈비 - 캐나다 | 엑셀(51) - AA,"13,500원"
184407,스지 - 미국 | 엑셀(86E) - 언그레이드,"13,500원"
186306,갈비살/늑간살 - 미국 | 오마하(960A) - 언그레이드,"13,500원"
191158,꼬리 - 칠레 | 프리고오소노,"13,500원"
189791,홍두깨 - 호주 | 마가렛리버(와규) - MB6~7,"13,500원"
164152,LA갈비 - 미국 | 엑셀(86M) - 셀렉트,"13,520원"
165597,앞다리/전각 - 미국 | 엑셀(86K) - 초이스,"13,600원"
187693,부채살2mm - 미국 | EXCELCUT - 초이스,"13,600원"
90966,알목심 - 호주 | AMH - GF,"13,700원"
117204,설깃 - 호주 | 타지마(와규) - MB5UP,"13,700원"
151050,부채살 - 미국 | IBP - CAB,"13,700원"
165474,LA갈비 - 미국 | 해리스랜치 - 초이스,"13,700원"
175595,목심 - 미국 | 써던리버(332) - 초이스,"13,700원"
188263,알목심 - 미국 | 오마하(960A) - 프라임,"13,700원"
142661,로스트비프 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"13,800원"
144780,홍창 - 뉴질랜드 | 캔터베리(ME 78),"13,800원"
123567,앞다리/전각 - 미국 | 엑셀,"13,800원"
157636,윗등심/척로스트 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"13,800원"
172243,[소량세절]부채살2mm - 미국 | 엑셀 - 초이스,"13,800원"
131167,LA갈비 - 미국 | 엑셀(86M) - 셀렉트,"13,840원"
155066,양깃머리 - 뉴질랜드 | 실버펀팜(ME 26),"13,900원"
163558,안창살 - 미국 | 샘케인(337) - 초이스,"13,900원"
185523,LA갈비10mm - 멕시코 | 수까르네 - GF,"13,900원"
187341,[낱개상품]토시살 - 미국 | IBP - 프라임,"13,900원"
190974,앞/척갈비 - 호주 | 티스(423) - YP,"13,900원"
166007,LA갈비 - 미국 | 스위프트(969) - 초이스,"13,970원"
185618,LA갈비 - 미국 | 스위프트(3D) - 초이스,"13,970원"
143616,갈비본살 - 미국 | IBP - 초이스,"13,400원"
173243,부채살 - 호주 | 블랙타이(레인저스벨리) - GF,"13,400원"
188986,설깃 - 호주 | 마가렛리버(와규) - MB4~5,"13,400원"
191149,LA갈비 - 미국 | 엑셀(86R) - 언그레이드,"13,400원"
189507,갈비살/늑간살 - 캐나다 | 엑셀(51) - A,"13,440원"
185903,LA갈비 - 미국 | 스위프트 - 언그레이드,"13,450원"
85023,스지 - 호주 | AMH(170) - GF,"13,480원"
150026,스지 - 호주 | AMH(170) - GF,"13,480원"
177718,스지 - 호주 | AMH(170) - GF,"13,480원"
188909,스지 - 호주 | AMH(170) - GF,"13,480원"
162420,홍두깨 - 호주 | 카라라(와규)(640) - MB6~7,"13,500원"
167069,[다이스]부채살 - 미국 | EXCELCUT - 초이스,"13,500원"
172916,[20mm 다이스]부채살 - 미국 | EXCELCUT - 초이스,"13,500원"
185013,LA갈비 - 캐나다 | 엑셀(51) - AA,"13,500원"
184407,스지 - 미국 | 엑셀(86E) - 언그레이드,"13,500원"
186306,갈비살/늑간살 - 미국 | 오마하(960A) - 언그레이드,"13,500원"
191158,꼬리 - 칠레 | 프리고오소노,"13,500원"
189791,홍두깨 - 호주 | 마가렛리버(와규) - MB6~7,"13,500원"
164152,LA갈비 - 미국 | 엑셀(86M) - 셀렉트,"13,520원"
165597,앞다리/전각 - 미국 | 엑셀(86K) - 초이스,"13,600원"
187693,부채살2mm - 미국 | EXCELCUT - 초이스,"13,600원"
90966,알목심 - 호주 | AMH - GF,"13,700원"
117204,설깃 - 호주 | 타지마(와규) - MB5UP,"13,700원"
151050,부채살 - 미국 | IBP - CAB,"13,700원"
165474,LA갈비 - 미국 | 해리스랜치 - 초이스,"13,700원"
175595,목심 - 미국 | 써던리버(332) - 초이스,"13,700원"
188263,알목심 - 미국 | 오마하(960A) - 프라임,"13,700원"
142661,로스트비프 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"13,800원"
144780,홍창 - 뉴질랜드 | 캔터베리(ME 78),"13,800원"
123567,앞다리/전각 - 미국 | 엑셀,"13,800원"
157636,윗등심/척로스트 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"13,800원"
172243,[소량세절]부채살2mm - 미국 | 엑셀 - 초이스,"13,800원"
131167,LA갈비 - 미국 | 엑셀(86M) - 셀렉트,"13,840원"
155066,양깃머리 - 뉴질랜드 | 실버펀팜(ME 26),"13,900원"
163558,안창살 - 미국 | 샘케인(337) - 초이스,"13,900원"
185523,LA갈비10mm - 멕시코 | 수까르네 - GF,"13,900원"
187341,[낱개상품]토시살 - 미국 | IBP - 프라임,"13,900원"
190974,앞/척갈비 - 호주 | 티스(423) - YP,"13,900원"
166007,LA갈비 - 미국 | 스위프트(969) - 초이스,"13,970원"
185618,LA갈비 - 미국 | 스위프트(3D) - 초이스,"13,970원"
162899,앞/척갈비 - 미국 | 엑셀(86R) - 초이스,"13,980원"
143819,토시살 - 미국 | IBP - 프라임,"14,000원"
122196,황제늑간 - 미국 | 엑셀(86K) - 언그레이드,"14,000원"
144979,부채살 - 미국 | IBP - 프라임,"14,000원"
157327,황제늑간 - 미국 | 엑셀(86M) - 언그레이드,"14,000원"
153737,갈비살/늑간살 - 캐나다 | 엑셀 - A,"14,000원"
163754,차돌양지 - 미국 | 스위프트(969G) - 초이스,"14,000원"
172919,양깃머리 - 호주 | 빈다리(218) - GF,"14,000원"
174125,[낱개상품]차돌박이 - 미국 | 엑셀 - 초이스,"14,000원"
175809,살치살 - 미국 | 샘케인(337) - 초이스,"14,000원"
177849,살치살 - 미국 | 엑셀(RRA/앵거스)(86R) - 초이스,"14,000원"
182107,차돌박이 - 미국 | 스위프트 - 초이스,"14,000원"
186580,[낱개상품]LA갈비 - 미국 | 스위프트(3D) - 초이스,"14,000원"
188439,LA갈비 - 미국 | 엑셀(86M) - 언그레이드,"14,000원"
188535,설도 - 호주 | 마가렛리버(와규) - MB4~5,"14,000원"
189504,갈비살/늑간살(조각) - 미국 | 엑셀(86M) - 언그레이드,"14,000원"
189998,꼬리 - 호주 | AMH(688) - S,"14,000원"
190725,갈비박근(립캡) - 호주 | 블랙타이(레인저스벨리) - GF,"14,000원"
137390,LA갈비 - 미국 | 엑셀(86R) - 셀렉트,"14,100원"
167366,부채살 15mm - 미국 | EXCELCUT - 초이스,"14,100원"
117913,갈비살/늑간살 - 미국 | 엑셀(86R) - 언그레이드,"14,180원"
7162,갈비살/늑간살 - 미국 | EXCEL(86M) - 언그레이드,"14,190원"
84696,갈비살/늑간살 - 미국 | 엑셀(86E) - 언그레이드,"14,200원"
90849,립블레이드미트 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"14,200원"
139167,홍두깨 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"14,200원"
159531,차돌양지 - 미국 | 스위프트,"14,200원"
165723,부채살 - 미국 | 엑셀(86K) - 초이스,"14,200원"
174959,갈비본살 - 미국 | IBP - 언그레이드,"14,200원"
90863,목심 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"14,400원"
7647,홍창 - 미국 | 크릭스톤,"14,400원"
179670,목심 - 호주 | 미드필드,"14,400원"
180454,안창살 - 미국 | 엑셀(RRA/앵거스)(86R) - 초이스(앵거스),"14,400원"
189598,홍창 - 미국 | 엑셀(86R) - 초이스,"14,400원"
190960,우둔 - 호주 | 마가렛리버(와규) - MB6~7,"14,400원"
140008,갈비살/늑간살 - 미국 | 엑셀(86R) - 초이스,"14,430원"
169602,갈비살/늑간살 - 미국 | 엑셀(86M) - 초이스,"14,440원"
7657,LA갈비 - 미국 | 위리저브 - 초이스,"14,500원"
8128,홍창 - 멕시코 | 비바 - GF,"14,500원"
84685,갈비살/늑간살 - 미국 | 엑셀(86E) - 초이스,"14,500원"
91091,차돌양지 - 호주 | 타지마(와규)(517) - MB5UP,"14,500원"
126193,갈비살/늑간살 - 미국 | 엑셀(86M) - 언그레이드,"14,500원"
142663,로스트비프 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"14,500원"
143472,부채살 - 미국 | IBP - 프라임,"14,500원"
143692,살치살 - 미국 | 엑셀(PSA/앵거스) - 초이스,"14,500원"
144369,갈비본살 - 미국 | IBP - CAB,"14,500원"
145958,알목심 - 미국 | 엑셀 - 초이스,"14,500원"
153734,갈비살/늑간살 - 미국 | 엑셀(86M) - 초이스,"14,500원"
158215,차돌박이 - 미국 | AFG(410) - 초이스,"14,500원"
164128,안심 - 호주 | ECT(486) - BEEF,"14,500원"
164201,살치살 - 미국 | 엑셀 - CAB,"14,500원"
169358,[낱개상품]갈비본살 - 미국 | IBP - CAB,"14,500원"
166936,LA갈비 - 미국 | 위리저브 - 초이스,"14,500원"
172745,[소량세절]부채살15mm - 미국 | 엑셀,"14,500원"
176818,꼬리 - 호주 | AMG - YP,"14,500원"
176870,LA갈비 - 미국 | 위리저브 - 초이스,"14,500원"
181678,갈비박근(립캡) - 호주 | 블랙타이(레인저스벨리) - GF,"14,500원"
184359,LA갈비 - 미국 | 아이오와 프리미엄비프(8) - 초이스,"14,500원"
185691,앞/척갈비10mm - 미국 | EXCELCUT - 초이스,"14,500원"
188999,안창살 - 미국 | 스위프트(3D) - 초이스,"14,500원"
171797,부채살 - 미국 | 엑셀 - 초이스,"14,580원"
172683,부채살 - 미국 | NBP - 프라임,"14,600원"
189103,앞/척갈비45mm - 미국 | 스위프트(969G) - 초이스,"14,600원"
113662,LA갈비 - 미국 | 아이오와 프리미엄비프(8) - 초이스,"14,650원"
114539,LA갈비 - 미국 | 아이오와 프리미엄비프(8) - 초이스,"14,650원"
167357,[찜용]앞/척갈비 - 미국 | EXCELCUT - 초이스,"14,800원"
164851,앞다리/전각 - 미국 | 엑셀(86E) - 초이스,"14,800원"
169428,[낱개상품]황제늑간 - 미국 | 엑셀 - 언그레이드,"14,800원"
189789,삼겹양지 - 호주 | 마가렛리버(와규) - MB4~5,"14,800원"
125322,업진안살 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"14,900원"
163728,목심 - 미국 | 엑셀(86K) - 셀렉트,"14,900원"
179667,안창살 - 미국 | 엑셀(86K) - 초이스,"14,900원"
183325,양깃머리 - 뉴질랜드 | 캔터베리,"14,900원"
175252,안심 - 호주 | 그린햄 - BULL,"14,950원"
154344,살치살 - 미국 | 엑셀(86M) - 초이스,"14,990원"
90946,안창살 - 호주 | AMH - GF,"15,000원"
124681,양깃머리 - 뉴질랜드 | 아프코,"15,000원"
155630,살치살 - 미국 | 엑셀(86K) - 초이스,"15,000원"
171513,살치살 - 미국 | 엑셀(86R) - 초이스,"15,000원"
172140,LA갈비 - 미국 | AFG(410) - 프라임,"15,000원"
172720,갈비살/늑간살 - 호주 | 미트컴퍼니(423) - YP,"15,000원"
174291,부채살 - 미국 | 하트브랜드(와규) - 와규,"15,000원"
176488,갈비살/늑간살 - 호주 | 미트컴퍼니(249) - YP,"15,000원"
177525,안심 - 호주 | 그린햄(234) - BULL,"15,000원"
181508,안창살 - 미국 | 쇼케이스(562) - 초이스,"15,000원"
149171,갈비살/늑간살 - 멕시코 | 수까르네 - GF,"15,100원"
178088,LA갈비 - 미국 | IBP(245E) - 초이스,"15,100원"
189118,홍창 - 미국 | 엑셀(86M) - 초이스,"15,100원"
90835,꼬리 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"15,200원"
167518,갈비살/늑간살 - 멕시코 | 수까르네 - GF,"15,200원"
143618,갈비살/늑간살 - 미국 | IBP - 언그레이드,"15,300원"
140781,홍두깨 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"15,300원"
144396,갈비살/늑간살 - 미국 | IBP - 언그레이드,"15,300원"
161826,LA갈비 - 미국 | 엑셀(86R) - 초이스,"15,300원"
172131,LA갈비 - 미국 | NBP(208A) - CAB,"15,300원"
180002,LA갈비 - 미국 | IBP(278) - 초이스,"15,300원"
190008,[대량상품] 치마살 - 미국 | NBP(262) - 초이스,"15,320원"
81665,살치살 - 미국 | 엑셀(86E) - 초이스,"15,350원"
90994,앞다리/전각 - 호주 | 타지마(와규)(517) - MB5UP,"15,400원"
7593,치마살 - 호주 | 카지노(239) - VEAL,"15,500원"
84762,황제늑간 - 미국 | 스위프트 - 초이스,"15,500원"
122248,황제늑간 - 미국 | 스위프트(3D) - 언그레이드,"15,500원"
167015,앞/척갈비 - 호주 | 레븐스워쓰(218) - GF,"15,500원"
169410,[낱개상품]살치살 - 미국 | 엑셀(PSA/앵거스) - 초이스(앵거스),"15,500원"
172292,LA갈비 - 미국 | NBP - CAB,"15,500원"
174100,[낱개상품]살치살 - 미국 | 엑셀 - 초이스,"15,500원"
181242,살치살 - 미국 | NB(19336) - 초이스,"15,500원"
185655,목심 - 호주 | 마가렛리버(와규) - MB4~5,"15,500원"
187528,살치살 - 미국 | 크릭스톤 - 초이스,"15,500원"
188990,차돌양지 - 호주 | 마가렛리버(와규) - MB4~5,"15,500원"
164406,LA갈비 - 미국 | 위리저브 - CAB,"15,600원"
173139,LA갈비 - 미국 | 위리저브 - CAB,"15,600원"
186393,알목심 2mm - 미국 | 엑셀(86M) - 셀렉트,"15,600원"
157874,살치살 - 미국 | NB(19336) - 초이스,"15,700원"
90875,목심 - 호주 | 타지마(와규)(517) - MB5UP,"15,800원"
156060,꼬리 - 호주 | 카라라(와규)(640),"15,800원"
162970,작업차돌박이(차돌박이) - 미국 | 스위프트(969G) - 초이스,"15,800원"
176115,LA갈비 - 미국 | 크릭스톤 - 초이스(앵거스),"15,800원"
179991,LA갈비 - 미국 | IBP(245E) - 초이스,"15,800원"
188192,작업차돌양지(차돌박이) - 미국 | 스위프트- 초이스,"15,800원"
165644,안창살 - 미국 | 엑셀(86E) - 초이스,"15,900원"
169427,[낱개상품]갈비살/늑간살 - 미국 | 엑셀 - 언그레이드,"15,900원"
181497,안창살 - 미국 | 엑셀(86E) - 초이스,"15,900원"
187007,삼겹양지 - 호주 | 마가렛리버(와규) - MB6~7,"15,900원"
188686,설깃 - 호주 | 마가렛리버(와규) - MB6~7,"15,900원"
7997,갈비살/늑간살 - 멕시코 | 비바 - GF,"16,000원"
143490,황제늑간 - 미국 | 스위프트 - 언그레이드,"16,000원"
167417,살치살 - 미국 | NB(19336) - CAB,"16,000원"
188533,꾸리살 - 호주 | 마가렛리버(와규) - MB4~5,"16,000원"
188301,안창살 - 미국 | NB(19336) - CAB,"16,000원"
10525,LA갈비 - 미국 | 아이오와 프리미엄비프(8) - CAB,"16,080원"
176969,LA갈비 - 미국 | 아이오와 프리미엄비프(8) - CAB,"16,090원"
186872,LA갈비 - 미국 | 아이오와 프리미엄비프(8) - CAB,"16,090원"
144318,갈비본살 - 미국 | IBP - CAB,"16,100원"
185657,목심 - 호주 | 마가렛리버(와규) - MB6~7,"16,100원"
156877,LA갈비 - 미국 | 엑셀(RRA/앵거스)(86R) - 초이스(앵거스),"16,200원"
164368,갈비살/늑간살 - 미국 | NBP - 셀렉트,"16,200원"
155056,갈비살/늑간살 - 호주 | AMH(170) - GF,"16,300원"
145179,황제늑간 - 미국 | 스위프트 - 언그레이드,"16,400원"
161839,LA갈비 - 미국 | NBP(262) - 초이스,"16,400원"
173978,윗등심/척로스트 - 호주 | 블랙타이(레인저스벨리) - GF,"16,400원"
188540,앞다리/전각 - 호주 | 마가렛리버(와규) - MB4~5,"16,400원"
187730,갈비본살 - 미국 | IBP(278) - 초이스,"16,430원"
84776,황제늑간 - 미국 | 스위프트 - 언그레이드,"16,500원"
127254,차돌박이 - 미국 | 쇼케이스(562M) - 셀렉트,"16,500원"
163641,앞/척갈비45mm - 미국 | 스위프트(969G) - 초이스,"16,500원"
164374,황제늑간 - 미국 | NBP - 초이스,"16,500원"
178212,일반갈비 - 호주 | 빈다리(218) - GF,"16,500원"
186579,[낱개상품]LA갈비 - 미국 | 엑셀(86R) - 초이스,"16,500원"
189051,채끝등심 - 미국 | 엑셀(86E) - 언그레이드,"16,500원"
124451,홍두깨 - 호주 | 타지마(와규)(517) - MB5UP,"16,600원"
151085,차돌박이 - 미국 | 스위프트(3D) - 초이스,"16,600원"
130635,꾸리살 - 호주 | 타지마(와규)(517) - MB5UP,"16,600원"
156010,LA갈비 - 미국 | 엑셀(86R) - 초이스,"16,600원"
183149,LA갈비 - 미국 | 오마하(960A) - CAB,"16,600원"
191486,[주무세절]우대갈비 - 미국 | NBP - 초이스,"16,600원"
161992,갈비살/늑간살 - 미국 | 엑셀(354) - 셀렉트,"16,700원"
189447,차돌박이 - 미국 | 쇼케이스 - 언그레이드,"16,700원"
136698,LA갈비 - 미국 | NBP(208A) - CAB,"16,800원"
90973,앞/척갈비 - 호주 | AMH - GF,"16,800원"
91050,일반갈비 - 호주 | AMH(170) - GF,"16,800원"
163454,홍창 - 미국 | 스위프트(969G) - 언그레이드,"16,800원"
172759,앞/척갈비 - 미국 | 엑셀(86M) - 초이스,"16,800원"
184376,[벌크]LA갈비 - 미국 | 엑셀(86K) - 셀렉트,"16,800원"
184355,LA갈비 - 미국 | IBP - 언그레이드,"16,850원"
144819,황제늑간 - 미국 | IBP - 언그레이드,"16,900원"
189867,[벌크]LA갈비10mm - 미국 | IBP(245E) - 언그레이드,"16,900원"
164367,갈비살/늑간살 - 미국 | NBP(208A) - 초이스,"17,000원"
169367,[낱개상품]갈비살/늑간살 - 미국 | IBP - 언그레이드,"17,000원"
168737,LA갈비 - 미국 | 뎀코타(45471) - 초이스,"17,000원"
179968,갈비살/늑간살 - 미국 | AFG(410) - 초이스,"17,000원"
184227,앞/척갈비50mm - 미국 | IBP(278) - 초이스,"17,000원"
189069,안창살 - 미국 | 엑셀(86M) - CAB,"17,000원"
169426,[낱개상품]갈비살/늑간살 - 미국 | 엑셀 - 초이스,"17,100원"
186990,안창살 - 미국 | IBP(245E) - CAB,"17,100원"
