품번,품명,가격
144548,[낱개상품]살치살 - 미국 | 엑셀(86E) - 초이스,"17,300원"
147846,LA갈비 - 미국 | 엑셀(PSA/앵거스)(86M(EXCEL/PSA)) - 초이스,"17,300원"
116189,알목심 - 미국 | AFG(410) - 프라임,"17,500원"
144886,갈비살/늑간살 - 미국 | IBP - 초이스,"17,500원"
161121,LA갈비 - 미국 | 오로라 앵거스 비프 - 초이스,"17,500원"
181107,갈비박근(립캡) - 호주 | 블랙오닉스(레인저스벨리) - MB3,"17,500원"
184019,LA갈비 - 미국 | 아이오와 프리미엄비프(8) - 프라임,"17,500원"
187451,갈비살/늑간살 - 미국 | 엑셀(86E) - 초이스,"17,500원"
191875,앞양지/데클 - 호주 | 존디(243) - GF,"17,500원"
190914,LA갈비 - 미국 | 위리저브 - 프라임,"17,500원"
190963,안창살 - 미국 | IBP - 프라임,"17,500원"
164898,LA갈비 - 미국 | 엑셀(86K) - 셀렉트,"17,600원"
160512,갈비살/늑간살 - 캐나다 | 엑셀(93) - A,"17,650원"
149191,갈비살/늑간살 - 미국 | IBP - 초이스,"17,700원"
191873,살치살 - 호주 | 존디(243) - GF,"17,700원"
169357,[낱개상품]갈비본살 - 미국 | IBP - 프라임,"17,800원"
171012,차돌박이 - 미국 | 엑셀(86E) - 초이스,"17,800원"
191569,LA갈비 - 미국 | 메이어(86R) - 초이스,"17,800원"
143874,갈비살/늑간살 - 미국 | IBP - CAB,"17,890원"
143697,갈비본살 - 미국 | IBP - 프라임,"17,900원"
149192,갈비살/늑간살 - 미국 | IBP - CAB,"17,900원"
178215,갈비살/늑간살 - 호주 | 빈다리(218) - GF,"17,900원"
184027,[벌크]찜갈비 - 미국 | IBP(278) - 초이스,"17,900원"
169014,LA갈비 - 미국 | 엑셀(86M) - 초이스,"17,950원"
131561,윗등심/척로스트 - 호주 | 엘그로(와규)(243(L'GROW/와규)) - MB3,"18,000원"
155068,양깃머리 - 뉴질랜드 | 실버펀팜(ME 26),"18,000원"
145614,갈비살/늑간살 - 미국 | IBP - 초이스,"18,000원"
150905,갈비살/늑간살 - 호주 | 카라라(와규)(640) - MB4~5,"18,000원"
169364,[낱개상품]갈비살/늑간살 - 미국 | IBP - 초이스,"18,000원"
182019,LA갈비 - 미국 | 위리저브 - 초이스,"18,000원"
187094,앞/척갈비10mm - 미국 | IBP(278) - 초이스,"18,000원"
173238,업진안살 - 호주 | 타지마(와규) - MB4~5,"18,200원"
173244,살치살 - 호주 | 블랙타이(레인저스벨리) - GF,"18,200원"
90890,부채살 - 호주 | AMH - GF,"18,300원"
122550,제비추리 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"18,300원"
170389,갈비본살 - 미국 | 엑셀(86M) - 프라임,"18,300원"
91001,업진안살 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"18,400원"
188577,일반갈비 - 호주 | 킬코이(640) - GF,"18,440원"
134152,LA갈비 - 미국 | 엑셀(ESA/앵거스)(86M(EXCEL/ESA)) - 초이스,"18,500원"
143473,갈비본살 - 미국 | IBP - 프라임,"18,500원"
143617,갈비본살 - 미국 | IBP - 프라임,"18,500원"
149828,채끝등심 - 미국 | 쇼케이스 - 초이스,"18,500원"
144985,갈비살/늑간살 - 미국 | IBP - CAB,"18,500원"
169362,[낱개상품]갈비살/늑간살 - 미국 | IBP - CAB,"18,700원"
163462,황제늑간 - 미국 | 케인,"18,800원"
177503,등심 - 호주 | AMH(688) - S,"18,800원"
143471,아롱사태 - 미국 | IBP - 언그레이드,"18,900원"
157082,갈비살/늑간살 - 미국 | 엑셀(RRA/앵거스)(86R) - 초이스(앵거스),"18,900원"
182906,삼각살 - 호주 | 블랙타이(레인저스벨리) - GF,"18,900원"
8001,갈비살/늑간살 - 미국 | 오로라 앵거스 비프(788) - 초이스,"19,000원"
1075,갈비살/늑간살 - 미국 | 오로라 앵거스 비프(788) - 초이스,"19,000원"
146071,채끝등심 - 미국 | 엑셀 - 초이스,"19,000원"
167016,일반갈비 - 호주 | 레븐스워쓰(218) - GF,"19,000원"
167656,갈비살/늑간살 - 미국 | 케인 - 언그레이드,"19,000원"
173914,티본 - 호주 | 놀란(80) - YG,"19,000원"
161527,살치살 - 미국 | IBP - 초이스,"19,300원"
172358,LA갈비 - 미국 | 해리스랜치(783(해리스랜치)) - 초이스,"19,300원"
164360,[벌크]LA갈비 - 미국 | 스위프트(969G) - 초이스,"19,450원"
84745,갈비살/늑간살 - 호주 | AMH(170) - MB2,"19,500원"
144792,안창살 - 미국 | 엑셀(PSA/앵거스) - 초이스,"19,500원"
163223,갈비살/늑간살 - 미국 | IBP(245J) - 프라임,"19,500원"
181436,앞/척갈비 - 미국 | 엑셀(86M) - 초이스,"19,500원"
184017,[벌크]LA갈비 - 미국 | IBP(278) - 초이스,"19,500원"
187511,[벌크]LA갈비10mm - 미국 | 스위프트(969) - 초이스,"19,500원"
7185,갈비살/늑간살 - 미국 | 오마하(960A),"19,700원"
125341,갈비살/늑간살 - 미국 | 오마하(960A),"19,700원"
142230,갈비살/늑간살 - 미국 | 오마하(960A),"19,700원"
183696,갈비살/늑간살 - 호주 | AMH(170) - GF,"19,700원"
188262,갈비살/늑간살 - 미국 | 오마하(960A) - 언그레이드,"19,700원"
168738,갈비살/늑간살 - 미국 | 뎀코타(45471) - 초이스,"19,800원"
175602,LA갈비 - 미국 | 써던리버(332) - 초이스,"19,800원"
185780,갈비살/늑간살 - 미국 | 뎀코타 - 초이스,"19,800원"
156381,토시살 - 호주 | 카지노(와규) - MB3,"19,900원"
176750,갈비살/늑간살 - 미국 | NBP(208A) - 초이스,"19,900원"
184050,진갈비살 - 호주 | 킬코이(640) - GF,"19,900원"
7668,갈비살/늑간살 - 미국 | 아이오와 프리미엄비프(8),"20,000원"
126569,갈비살/늑간살 - 미국 | 아이오와 프리미엄비프(8),"20,000원"
157087,차돌박이 - 미국 | 브롤리비프(21488) - 초이스,"20,000원"
161174,갈비살/늑간살 - 미국 | 씨티푸즈,"20,000원"
162352,갈비살/늑간살 - 미국 | 44팜스(675(44팜스)) - 초이스,"20,000원"
168704,황제늑간 - 미국 | 위리저브,"20,000원"
175578,갈비살/늑간살 - 미국 | 44팜스(675(44팜스)) - 초이스,"20,000원"
182743,갈비살/늑간살 - 미국 | 샘케인(337) - 초이스,"20,000원"
182020,LA갈비 - 미국 | 위리저브 - CAB,"20,000원"
163282,갈비살/늑간살 - 미국 | 위리저브 - 초이스,"20,100원"
163732,갈비살/늑간살 - 미국 | 위리저브 - 초이스,"20,100원"
190037,갈비살/늑간살 - 미국 | 엑셀(86R) - 초이스,"20,140원"
153453,갈비살/늑간살 - 미국 | 엑셀(86M) - 초이스,"20,150원"
7180,갈비살/늑간살 - 미국 | 크릭스톤 - 언그레이드,"20,200원"
7662,갈비살/늑간살 - 미국 | 크릭스톤 - 언그레이드,"20,200원"
189794,업진안살 - 호주 | 마가렛리버(와규) - MB4~5,"20,200원"
164692,앞/척갈비45mm - 미국 | 스위프트(969G) - 초이스,"20,400원"
161524,살치살 - 미국 | IBP - CAB,"20,500원"
187227,갈비살/늑간살 - 미국 | IBP(245L) - 초이스,"20,550원"
91094,치마살 - 호주 | AMH - GF,"20,600원"
163625,LA갈비 - 미국 | 엑셀(86E) - 셀렉트,"20,700원"
190190,꼬리 - 호주 | 티스(291),"20,800원"
164696,앞/척갈비45mm - 미국 | 스위프트(969G) - 초이스,"20,900원"
178464,덴버컷 - 미국 | 오마하 - 프라임,"20,900원"
191041,알목심10mm - 미국 | 오마하 - 프라임,"21,000원"
141041,플랭크스테이크 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"21,200원"
161619,양깃머리 - 뉴질랜드 | 그린니아(ME 82),"21,500원"
170640,갈비살/늑간살 - 호주 | AMH - GF,"21,500원"
189639,[돌돌이]목심 - 호주 | 잭스크리크 - MB6~7,"21,500원"
184971,등심 - 호주 | AMH(235) - GF,"21,700원"
143413,LA갈비 | 엑셀(86R) - 초이스,"21,930원"
91036,윗등심/척로스트 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"22,000원"
162036,갈비살/늑간살 - 호주 | 엘그로(와규)(243(L'GROW/와규)) - MB3UP,"22,000원"
172753,꼬리 - 호주 | 락데일 - GF,"22,000원"
174773,안창살 - 호주 | 블랙타이(레인저스벨리) - GF,"22,000원"
185421,안창살 - 미국 | 엑셀(86R) - 프라임,"22,000원"
188972,사태 - 호주 | 잭스크리크 - MB6~7,"22,000원"
159382,살치살 - 미국 | NB - 프라임,"22,100원"
177723,치마살 - 호주 | 블랙타이(레인저스벨리) - GF,"22,400원"
90905,살치살 - 호주 | AMH - GF,"22,500원"
182934,안창살 - 미국 | 엑셀 - 프라임,"22,500원"
182364,안심 - 호주 | TBS - A,"22,500원"
122824,안창살 - 미국 | 스위프트 - 프라임,"22,600원"
187529,살치살 - 미국 | 크릭스톤(27) - 프라임,"22,800원"
90825,갈비살/늑간살 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"22,900원"
182235,LA갈비 - 미국 | 엑셀(86M) - 초이스,"22,900원"
151838,LA갈비 - 미국 | 엑셀(86R) - 초이스,"22,930원"
91008,업진안살 - 호주 | 타지마(와규)(517) - MB5UP,"23,000원"
150619,윗등심/척로스트 - 호주 | 카라라(와규)(640) - MB4~5,"23,000원"
161333,살치살 - 미국 | IBP - CAB,"23,000원"
163148,양깃머리 - 호주 | 몬스터쉐프,"23,000원"
169425,[낱개상품]치마살 - 미국 | 엑셀(PSA/앵거스) - 초이스(앵거스),"23,000원"
169757,살치살 - 미국 | NBP - CAB,"23,000원"
173468,갈비살/늑간살 - 미국 | 하트브랜드(와규) - 와규,"23,000원"
174881,안창살 - 미국 | 오마하(960A) - 프라임,"23,000원"
182672,안심 - 호주 | 윙햄 - A,"23,000원"
163422,LA갈비 - 미국 | 엑셀(86E) - 셀렉트,"23,200원"
91030,윗등심/척로스트 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"23,300원"
163423,LA갈비 - 미국 | 엑셀(86K) - 셀렉트,"23,500원"
172752,꼬리 - 호주 | 락데일 - GF,"23,500원"
188961,목심 - 호주 | 잭스크리크 - MB6~7,"23,500원"
189828,[돌돌이]목심 - 호주 | 잭스크리크 - MB6~7,"23,500원"
143624,안창살 - 미국 | IBP - 프라임,"23,800원"
173240,갈비본살 - 호주 | 블랙타이(레인저스벨리) - GF,"23,800원"
164372,안창살 - 미국 | NBP - 프라임,"24,000원"
164362,채끝등심 - 미국 | NBP - 초이스,"24,000원"
172749,꼬리 - 호주 | 락데일 - GF,"24,000원"
172816,일반갈비 - 미국 | 엑셀(86M) - 초이스,"24,000원"
182670,안심 - 호주 | 오키 - A,"24,000원"
188486,안심 - 호주 | AMH - A,"24,000원"
190178,등심 - 미국 | 오마하(960A) - 프라임,"24,000원"
186618,업진안살 - 호주 | 마가렛리버(와규) - MB6~7,"24,200원"
90748,우둔 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"24,500원"
144823,안창살 - 미국 | IBP - 프라임,"24,500원"
180639,차돌박이 - 호주 | 카라라(와규)(640) - MB6~7,"24,900원"
145476,진갈비살 - 미국 | IBP - 초이스,"24,990원"
85272,채끝등심 - 호주 | AMH(170) - MB1,"25,000원"
81253,안심 - 호주 | TEYS(291) - A,"25,000원"
163151,양깃머리 - 호주 | 몬스터쉐프,"25,000원"
191641,안심 - 호주 | AMH(235) - S,"25,000원"
189793,LA갈비40mm - 미국 | 엑셀(86R) - 초이스,"25,375원"
142236,안심 - 호주 | 세중,"25,500원"
90745,소불고기(500g*1ea) - 호주｜블랙오닉스(레인저스벨리) - MB3,"25,500원"
151447,등심 - 미국 | 엑셀 - 초이스,"25,500원"
172728,살치살 - 미국 | 스위프트 - 프라임,"25,500원"
174976,등심 - 미국 | 엑셀 - 초이스,"25,500원"
188960,삼겹양지2mm - 호주 | 잭스크리크 - MB6~7,"25,500원"
191058,홍두깨 - 호주 | 잭스크리크 - MB6~7,"25,500원"
123856,살치살 - 미국 | 엑셀 - 프라임,"26,000원"
144531,안창살 - 미국 | 스위프트 - CAB,"26,000원"
144884,진갈비살 - 미국 | 엑셀(PSA/앵거스) - 초이스,"26,000원"
170479,[낱개상품]진갈비살 - 미국 | 엑셀(PSA/앵거스) - 초이스(앵거스),"26,000원"
90830,갈비살/늑간살 - 호주 | 타지마(와규)(517) - MB5UP,"26,700원"
190362,갈비살/늑간살 - 호주 | 마가렛리버(와규) - MB4~5,"26,800원"
175687,윗등심/척로스트 - 미국 | 미시마리저브(와규) - MB8~9,"27,000원"
191002,갈비살/늑간살 - 호주 | 존디(와규) - MB4~5,"27,000원"
140286,부채살 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"27,300원"
160072,살치살 - 미국 | NBP - 프라임,"27,500원"
177508,티본 - 미국 | 샘케인(337) - 초이스,"27,500원"
169414,[낱개상품]등심 - 미국 | 엑셀(PSA/앵거스) - 초이스(앵거스),"27,990원"
85283,채끝등심 - 호주 | AMH(170) - MB2,"28,000원"
144981,진갈비살 - 미국 | IBP - 초이스,"28,000원"
169978,윗등심/척로스트 - 호주 | 카라라(와규)(640) - MB6~7,"28,000원"
170480,[낱개상품]진갈비살 - 미국 | IBP - 초이스,"28,000원"
189840,갈비본살 - 호주 | 엘그로(와규)(243(L'GROW/와규)) - MB3UP,"28,000원"
189795,LA갈비40mm - 미국 | 아이오와 프리미엄비프(8) - 프라임,"28,708원"
170492,[낱개상품]진갈비살 - 미국 | IBP - CAB,"28,790원"
145444,진갈비살 - 미국 | IBP - CAB,"28,890원"
169407,[낱개상품]살치살 - 미국 | 엑셀 - 프라임,"28,900원"
90838,앞양지/데클 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"29,200원"
164361,채끝등심 - 미국 | NBP - CAB,"29,500원"
169422,[낱개상품]채끝등심 - 미국 | 엑셀(PSA/앵거스) - 초이스(앵거스),"29,500원"
187138,티본 - 미국 | 엑셀(PSA/앵거스),"29,500원"
156983,진갈비살 - 미국 | 엑셀(RRA/앵거스)(86R) - 초이스,"29,900원"
184036,진갈비살 - 미국 | 크릭스톤(27) - 초이스,"30,000원"
190363,앞양지/데클 - 호주 | 마가렛리버(와규) - MB4~5,"30,000원"
184936,[만화고기]롱 우대갈비 - 미국 | 엑셀 - 초이스,"30,230원"
188541,플랭크스테이크 - 호주 | 마가렛리버(와규) - MB4~5,"30,300원"
187082,LA갈비 - 미국 | IBP - 초이스,"30,800원"
137275,진갈비살 - 미국 | 엑셀(86K) - 초이스(SS),"30,900원"
188841,진갈비살 - 미국 | IBP(245E) - 초이스,"30,900원"
176968,진갈비살 - 미국 | IBP - 초이스,"31,000원"
177873,등심 - 미국 | 써던리버(332) - 초이스,"31,000원"
190978,윗등심/척로스트 - 호주 | 존디(와규) - MB4~5,"31,000원"
91122,플랭크스테이크 - 호주 | 타지마(와규) - MB5UP,"31,300원"
146187,진갈비살 - 미국 | IBP - CAB,"31,400원"
131560,치마살 - 호주 | 엘그로(와규)(243(L'GROW/와규)) - MB3,"32,000원"
185070,안심 - 미국 | 샘케인(337) - 셀렉트,"32,000원"
90792,갈비본살 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"32,100원"
191779,갈비박근(립캡) - 호주 | 타지마(와규) - MB4~5,"33,000원"
169423,[낱개상품]티본 - 미국 | 엑셀(PSA/앵거스) - 초이스(앵거스),"33,500원"
179633,윗등심/척로스트 - 호주 | 타지마(와규) - MB4~5,"34,000원"
190983,윗등심/척로스트 - 호주 | 존디(와규) - MB6~7,"34,000원"
190361,갈비박근(립캡) - 호주 | 마가렛리버(와규) - MB4~5,"34,500원"
188687,윗등심/척로스트 - 호주 | 마가렛리버(와규) - MB6~7,"35,800원"
170494,[낱개상품]진갈비살 - 미국 | IBP - 프라임,"35,900원"
91041,윗등심/척로스트 - 호주 | 타지마(와규)(517) - MB5UP,"36,000원"
144398,진갈비살 - 미국 | IBP - 프라임,"36,000원"
175351,치마살 - 미국 | 미시마리저브(와규) - 와규,"36,000원"
189172,[주문세절]토마호크(뼈등심) - 미국 | 오마하 - 초이스,"36,100원"
187882,등심 - 미국 | 엑셀 - 프라임,"36,200원"
124808,살치살 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"36,300원"
84819,등심 - 호주 | AMH(170) - MB2,"36,500원"
90897,부채살 - 호주 | 타지마(와규) - MB5UP,"36,500원"
166892,등심 - 미국 | 엑셀(86K) - 프라임,"36,500원"
188538,갈비본살 - 호주 | 마가렛리버(와규) - MB4~5,"36,600원"
90803,갈비본살 - 호주 | 타지마(와규)(517) - MB5UP,"36,800원"
175846,살치살 - 미국 | 엑셀 - 초이스,"37,000원"
181232,안심 - 미국 | AFG(410) - 초이스,"37,000원"
179632,토마호크(카우보이립) - 미국 | 엑셀 - CAB,"38,000원"
181245,안심 - 미국 | AFG(서버스 초이스) - 초이스,"38,000원"
169422,[낱개상품]채끝등심 - 미국 | 엑셀(PSA/앵거스) - 초이스(앵거스),"29,500원"
187138,티본 - 미국 | 엑셀(PSA/앵거스),"29,500원"
156983,진갈비살 - 미국 | 엑셀(RRA/앵거스)(86R) - 초이스,"29,900원"
184036,진갈비살 - 미국 | 크릭스톤(27) - 초이스,"30,000원"
190363,앞양지/데클 - 호주 | 마가렛리버(와규) - MB4~5,"30,000원"
184936,[만화고기]롱 우대갈비 - 미국 | 엑셀 - 초이스,"30,230원"
188541,플랭크스테이크 - 호주 | 마가렛리버(와규) - MB4~5,"30,300원"
187082,LA갈비 - 미국 | IBP - 초이스,"30,800원"
137275,진갈비살 - 미국 | 엑셀(86K) - 초이스(SS),"30,900원"
188841,진갈비살 - 미국 | IBP(245E) - 초이스,"30,900원"
176968,진갈비살 - 미국 | IBP - 초이스,"31,000원"
177873,등심 - 미국 | 써던리버(332) - 초이스,"31,000원"
190978,윗등심/척로스트 - 호주 | 존디(와규) - MB4~5,"31,000원"
91122,플랭크스테이크 - 호주 | 타지마(와규) - MB5UP,"31,300원"
146187,진갈비살 - 미국 | IBP - CAB,"31,400원"
131560,치마살 - 호주 | 엘그로(와규)(243(L'GROW/와규)) - MB3,"32,000원"
185070,안심 - 미국 | 샘케인(337) - 셀렉트,"32,000원"
90792,갈비본살 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"32,100원"
191779,갈비박근(립캡) - 호주 | 타지마(와규) - MB4~5,"33,000원"
169423,[낱개상품]티본 - 미국 | 엑셀(PSA/앵거스) - 초이스(앵거스),"33,500원"
179633,윗등심/척로스트 - 호주 | 타지마(와규) - MB4~5,"34,000원"
190983,윗등심/척로스트 - 호주 | 존디(와규) - MB6~7,"34,000원"
190361,갈비박근(립캡) - 호주 | 마가렛리버(와규) - MB4~5,"34,500원"
188687,윗등심/척로스트 - 호주 | 마가렛리버(와규) - MB6~7,"35,800원"
170494,[낱개상품]진갈비살 - 미국 | IBP - 프라임,"35,900원"
91041,윗등심/척로스트 - 호주 | 타지마(와규)(517) - MB5UP,"36,000원"
144398,진갈비살 - 미국 | IBP - 프라임,"36,000원"
175351,치마살 - 미국 | 미시마리저브(와규) - 와규,"36,000원"
189172,[주문세절]토마호크(뼈등심) - 미국 | 오마하 - 초이스,"36,100원"
187882,등심 - 미국 | 엑셀 - 프라임,"36,200원"
124808,살치살 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"36,300원"
84819,등심 - 호주 | AMH(170) - MB2,"36,500원"
90897,부채살 - 호주 | 타지마(와규) - MB5UP,"36,500원"
166892,등심 - 미국 | 엑셀(86K) - 프라임,"36,500원"
188538,갈비본살 - 호주 | 마가렛리버(와규) - MB4~5,"36,600원"
90803,갈비본살 - 호주 | 타지마(와규)(517) - MB5UP,"36,800원"
175846,살치살 - 미국 | 엑셀 - 초이스,"37,000원"
181232,안심 - 미국 | AFG(410) - 초이스,"37,000원"
179632,토마호크(카우보이립) - 미국 | 엑셀 - CAB,"38,000원"
181245,안심 - 미국 | AFG(서버스 초이스) - 초이스,"38,000원"
188264,토마호크(카우보이립) - 미국 | 오마하(960A) - 초이스,"38,000원"
166073,살치살 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"38,200원"
191775,부채살 - 호주 | 타지마(와규) - MB4~5,"38,400원"
175345,채끝등심 - 미국 | 엑셀 - 초이스,"38,900원"
90750,윗등심 스테이크(500g*1ea) - 호주｜블랙오닉스(레인저스벨리) - MB3,"39,000원"
184033,진갈비살 - 미국 | 크릭스톤(27) - 프라임,"39,000원"
188372,안심 - 미국 | 엑셀 - CAB,"39,000원"
190975,치마살 - 호주 | 존디(와규) - MB4~5,"39,000원"
191001,부채살 - 호주 | 존디(와규) - MB4~5,"39,000원"
143955,진갈비살 - 미국 | IBP - 프라임,"39,500원"
190906,부채살 - 호주 | 마가렛리버(와규) - MB6~7,"39,500원"
175344,[겉지방정선]채끝등심 - 미국 | 엑셀 - 초이스,"39,900원"
181231,안심 - 미국 | AFG(410) - 프라임,"40,000원"
143629,진갈비살 - 미국 | IBP - 프라임,"40,200원"
174769,진갈비살 - 호주 | 블랙타이(레인저스벨리) - GF,"40,500원"
85039,안심 - 호주 | AMH(170) - MB2,"42,000원"
169756,안심 - 미국 | NBP - 초이스,"42,000원"
175823,[만화고기]엘본스테이크 - 미국 | 엑셀(PSA/앵거스) - 초이스,"43,000원"
181077,등심 - 미국 | 엑셀(86R) - 초이스,"43,900원"
144680,안심 - 미국 | 엑셀(PSA/앵거스) - 초이스,"44,000원"
169419,[낱개상품]안심 - 미국 | 엑셀(PSA/앵거스) - 초이스(앵거스),"44,800원"
90847,등심 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"45,000원"
191057,갈비살/늑간살 - 호주 | 잭스크리크 - MB6~7,"46,500원"
187453,살치살 - 미국 | 하트브랜드(와규) - 와규,"48,100원"
187550,토마호크(카우보이립) - 미국 | 엑셀(스털링실버) - 초이스,"53,000원"
128713,살치살 - 호주 | 타지마(와규)(517) - MB5UP,"55,500원"
91073,진갈비살 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"57,900원"
91077,진갈비살 - 호주 | 타지마(와규)(517) - MB5UP,"58,500원"
189175,토마호크(카우보이립) - 미국 | 오마하 - 초이스,"62,000원"
188528,윗등심- 호주 | 잭스크리크 - MB6~7,"65,000원"
185486,스페어립 - 멕시코 | 수까르네(TIF 111) - GF,"6,800원"
191926,윗등심/척로스트 - 미국 | 엑셀 - 초이스,"7,000원"
186921,목심 - 호주 | AMH(384) - A,"8,340원"
192021,알목심 - 미국 | 스위프트 - CAB,"8,700원"
191253,차돌양지 - 뉴질랜드 | 아프코(ME32) - PS,"8,790원"
143476,차돌양지 - 미국 | IBP - 초이스,"8,900원"
144385,알목심 - 미국 | IBP - 프라임,"9,000원"
153812,알목심 - 캐나다 | 엑셀 - 프라임,"9,500원"
162320,차돌양지 - 멕시코 | 수까르네(TIF 111) - GF,"9,600원"
179279,차돌양지 - 멕시코 | 수까르네(431) - GF,"9,600원"
143626,알목심 - 미국 | IBP - 초이스,"9,800원"
144316,알목심 - 미국 | IBP - 초이스,"9,800원"
177720,앞양지/데클 - 호주 | 블랙타이(레인저스벨리) - GF,"9,800원"
145563,앞/척갈비 - 미국 | 엑셀(86E) - 초이스,"9,980원"
138482,우삼겹양지 - 미국 | IBP,"10,480원"
125088,사태 - 호주 | 엘그로(와규)(243(L'GROW/와규)) - MB4~5,"10,500원"
167692,[돌돌이]삼겹양지 - 미국 | EXCELCUT - 언그레이드,"10,500원"
166163,홍두깨 - 호주 | AMH(4) - A,"10,600원"
173236,사태 - 호주 | 타지마(와규) - MB4~5,"10,800원"
185081,삼겹양지2mm - 미국 | EXCELCUT,"10,900원"
81314,부채살 - 미국 | 엑셀(스털링실버)(86M) - 초이스,"11,000원"
161158,LA갈비 - 미국 | 해리스랜치(783(해리스랜치)) - 셀렉트,"11,050원"
187715,[소량세절]삼겹양지2mm - 호주 | 킬코이(640) - GF,"11,080원"
177502,LA갈비 - 미국 | IBP - 언그레이드,"11,200원"
181095,등심덧살 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"11,400원"
156867,[소량세절]삼겹양지2mm - 미국 | 엑셀,"11,480원"
90990,앞다리/전각 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"11,700원"
180614,목심2mm - 호주 | AMH - S,"11,880원"
91026,우둔 - 호주 | 타지마(와규) - MB5UP,"11,900원"
146962,설도 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"12,000원"
145368,살치살 - 미국 | 엑셀(스털링실버) - 초이스,"12,400원"
143491,갈비살/늑간살 - 미국 | 스위프트 - 초이스,"13,000원"
162318,대창 - 멕시코 | 수까르네 - GF,"13,000원"
188867,LA갈비 - 미국 | 엑셀(86M) - 셀렉트,"13,850원"
81276,갈비살/늑간살 - 미국 | EXCEL(86M) - 초이스,"14,100원"
7194,갈비살/늑간살 - 미국 | EXCEL(86M) - 초이스,"14,450원"
174775,업진안살 - 호주 | 블랙타이(레인저스벨리) - GF,"14,500원"
144730,갈비본살 - 미국 | IBP - CAB,"14,500원"
177721,럼프캡 - 호주 | 블랙타이(레인저스벨리) - GF,"15,000원"
188385,LA갈비 - 미국 | IBP(278) - 초이스,"15,200원"
189790,부채살 - 호주 | 마가렛리버(와규) - MB4~5,"16,400원"
175454,토시살 - 호주 | 블랙타이(레인저스벨리) - GF,"17,400원"
161938,갈비살/늑간살 - 미국 | 씨티푸즈(1896) - 언그레이드,"20,000원"
90893,부채살 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"23,000원"
90796,갈비본살 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"23,500원"
151707,살치살 - 미국 | 스위프트 - 프라임,"23,500원"
126044,갈비살/늑간살 - 호주 | 블랙마켓(레인저스벨리) - MB5UP,"24,500원"
143935,등심 - 미국 | 엑셀(PSA/앵거스) - 초이스,"26,000원"
143627,진갈비살 - 미국 | IBP - CAB,"28,900원"
91098,치마살 - 호주 | 블랙오닉스(레인저스벨리) - MB3,"36,700원"
